TC_ID,Url,UserName,Password,Email,Product,Summary,AccountId,Assets,SRType,AccountName,PDQ,Region,Status,Owner,SubProduct,Module,Severity,Version,RootCause,ChangeRequestNo,To,Body,SRNumber,SubStatus,AttachmentName,FileName,IsPublic,IsRD,Description,SupportPortalPwd,Srnotificationlist,SR_Notifications,Owner_ID,Sitenew,SiteUpdate,Date,Publish_Internal,Publish_External,Days,UserName1,Password1,AttachmentFlag,SupportFilename,SR_Status,SR_Substatus,SR_Type
TC01,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SharePlex,Test SR creation ,1-IJFFJX,1-L4M26U,Support,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
TC02,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SQL Navigator for Oracle,Test SR creation ,1-IJFFJX,1-L4M26B,Support,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,EMEA,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
TC03,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SharePlex,Test SR creation ,1-IJFFJX,1-L4M26U,Support,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
TC04,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Foglight,Test SR creation ,1-IJFFJX,1-G9MHUM,Support,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
TC05,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Toad for DB2,Test SR creation ,1-IJBYB8,,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,,Hard Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC06,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Identity Manager,Test SR creation ,1-IJBYB8,1-1HCL7BO,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC07,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Identity Manager,Test SR creation ,1-IJBYB8,1-8P2FNX,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC08,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SQL Navigator for Oracle,Test SR creation ,1-IJBYB8,1-L4M266,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC09,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,NetVault Backup,Test SR creation ,,1-1A064XK,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC10,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Desktop Authority,Test SR creation ,,1-8NQ34Y,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC11,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,NetVault Backup,Test SR creation ,,1-E0VSP4,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Toad for Oracle,Test SR creation ,,1-2HVZA49,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,Hard Fail SPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC13,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,vRanger,Test SR creation ,,1-G9MHVQ,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,JAPAN,Soft Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,NetVault Backup,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,,Hard Fail Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC15,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Desktop Authority,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
